"alpha","boot_id","node","mag_index","effect_std_scale","effect_ate_scale","status"
"0.01",336,"weather_risk_prep",2,0,0,"zero"
"0.01",336,"weather_risk_prep",3,0,0,"zero"
"0.01",337,"belief_concern",1,0,0,"zero"
"0.01",337,"harm_present",1,0,0,"zero"
"0.01",337,"harm_future",1,0,0,"zero"
"0.01",337,"policy_support",1,0,0,"zero"
"0.01",337,"trust_science",1,0,0,"zero"
"0.01",337,"social_norms",1,0,0,"zero"
"0.01",337,"politics",1,0,0,"zero"
"0.01",337,"weather_risk_prep",1,0,0,"zero"
"0.01",338,"belief_concern",1,0,0,"zero"
"0.01",338,"belief_concern",2,0,0,"zero"
"0.01",338,"belief_concern",3,0,0,"zero"
"0.01",338,"belief_concern",4,0,0,"zero"
"0.01",338,"belief_concern",5,0,0,"zero"
"0.01",338,"belief_concern",6,0,0,"zero"
"0.01",338,"belief_concern",7,0,0,"zero"
"0.01",338,"belief_concern",8,0,0,"zero"
"0.01",338,"belief_concern",9,0,0,"zero"
"0.01",338,"belief_concern",10,0,0,"zero"
"0.01",338,"belief_concern",11,0,0,"zero"
"0.01",338,"belief_concern",12,0,0,"zero"
"0.01",338,"harm_present",1,0,0,"zero"
"0.01",338,"harm_present",2,0,0,"zero"
"0.01",338,"harm_present",3,0,0,"zero"
"0.01",338,"harm_present",4,0,0,"zero"
"0.01",338,"harm_present",5,0,0,"zero"
"0.01",338,"harm_present",6,0,0,"zero"
"0.01",338,"harm_present",7,0,0,"zero"
"0.01",338,"harm_present",8,0,0,"zero"
"0.01",338,"harm_present",9,0,0,"zero"
"0.01",338,"harm_present",10,0,0,"zero"
"0.01",338,"harm_present",11,0,0,"zero"
"0.01",338,"harm_present",12,0,0,"zero"
"0.01",338,"harm_future",1,0,0,"zero"
"0.01",338,"harm_future",2,0,0,"zero"
"0.01",338,"harm_future",3,0,0,"zero"
"0.01",338,"harm_future",4,0,0,"zero"
"0.01",338,"harm_future",5,0,0,"zero"
"0.01",338,"harm_future",6,0,0,"zero"
"0.01",338,"harm_future",7,0,0,"zero"
"0.01",338,"harm_future",8,0,0,"zero"
"0.01",338,"harm_future",9,0,0,"zero"
"0.01",338,"harm_future",10,0,0,"zero"
"0.01",338,"harm_future",11,0,0,"zero"
"0.01",338,"harm_future",12,0,0,"zero"
"0.01",338,"policy_support",1,0,0,"zero"
"0.01",338,"policy_support",2,0,0,"zero"
"0.01",338,"policy_support",3,0,0,"zero"
"0.01",338,"policy_support",4,0,0,"zero"
"0.01",338,"policy_support",5,0,0,"zero"
"0.01",338,"policy_support",6,0,0,"zero"
"0.01",338,"policy_support",7,0,0,"zero"
"0.01",338,"policy_support",8,0,0,"zero"
"0.01",338,"policy_support",9,0,0,"zero"
"0.01",338,"policy_support",10,0,0,"zero"
"0.01",338,"policy_support",11,0,0,"zero"
"0.01",338,"policy_support",12,0,0,"zero"
"0.01",338,"trust_science",1,0,0,"zero"
"0.01",338,"trust_science",2,0,0,"zero"
"0.01",338,"trust_science",3,0,0,"zero"
"0.01",338,"trust_science",4,0,0,"zero"
"0.01",338,"trust_science",5,0,0,"zero"
"0.01",338,"trust_science",6,0,0,"zero"
"0.01",338,"trust_science",7,0,0,"zero"
"0.01",338,"trust_science",8,0,0,"zero"
"0.01",338,"trust_science",9,0,0,"zero"
"0.01",338,"trust_science",10,0,0,"zero"
"0.01",338,"trust_science",11,0,0,"zero"
"0.01",338,"trust_science",12,0,0,"zero"
"0.01",338,"social_norms",1,0,0,"zero"
"0.01",338,"social_norms",2,0,0,"zero"
"0.01",338,"social_norms",3,0,0,"zero"
"0.01",338,"social_norms",4,0,0,"zero"
"0.01",338,"social_norms",5,0,0,"zero"
"0.01",338,"social_norms",6,0,0,"zero"
"0.01",338,"social_norms",7,0,0,"zero"
"0.01",338,"social_norms",8,0,0,"zero"
"0.01",338,"social_norms",9,0,0,"zero"
"0.01",338,"social_norms",10,0,0,"zero"
"0.01",338,"social_norms",11,0,0,"zero"
"0.01",338,"social_norms",12,0,0,"zero"
"0.01",338,"politics",1,0,0,"zero"
"0.01",338,"politics",2,0,0,"zero"
"0.01",338,"politics",3,0,0,"zero"
"0.01",338,"politics",4,0,0,"zero"
"0.01",338,"politics",5,0,0,"zero"
"0.01",338,"politics",6,0,0,"zero"
"0.01",338,"politics",7,0,0,"zero"
"0.01",338,"politics",8,0,0,"zero"
"0.01",338,"politics",9,0,0,"zero"
"0.01",338,"politics",10,0,0,"zero"
"0.01",338,"politics",11,0,0,"zero"
"0.01",338,"politics",12,0,0,"zero"
"0.01",338,"weather_risk_prep",1,NA,NA,"unidentified"
"0.01",338,"weather_risk_prep",2,NA,NA,"unidentified"
"0.01",338,"weather_risk_prep",3,NA,NA,"unidentified"
"0.01",338,"weather_risk_prep",4,0.41467667206165,0.207338336030825,"identified_positive"
"0.01",338,"weather_risk_prep",5,0,0,"zero"
"0.01",338,"weather_risk_prep",6,NA,NA,"unidentified"
"0.01",338,"weather_risk_prep",7,0.41467667206165,0.207338336030825,"identified_positive"
"0.01",338,"weather_risk_prep",8,0,0,"zero"
"0.01",338,"weather_risk_prep",9,0.41467667206165,0.207338336030825,"identified_positive"
"0.01",338,"weather_risk_prep",10,0,0,"zero"
"0.01",338,"weather_risk_prep",11,0.41467667206165,0.207338336030825,"identified_positive"
"0.01",338,"weather_risk_prep",12,0,0,"zero"
"0.01",339,"belief_concern",1,0,0,"zero"
"0.01",339,"belief_concern",2,0,0,"zero"
"0.01",339,"harm_present",1,0,0,"zero"
"0.01",339,"harm_present",2,0,0,"zero"
"0.01",339,"harm_future",1,0,0,"zero"
"0.01",339,"harm_future",2,0,0,"zero"
"0.01",339,"policy_support",1,0,0,"zero"
"0.01",339,"policy_support",2,0,0,"zero"
"0.01",339,"trust_science",1,0,0,"zero"
"0.01",339,"trust_science",2,0,0,"zero"
"0.01",339,"social_norms",1,0,0,"zero"
"0.01",339,"social_norms",2,0,0,"zero"
"0.01",339,"politics",1,0,0,"zero"
"0.01",339,"politics",2,0,0,"zero"
"0.01",339,"weather_risk_prep",1,0,0,"zero"
"0.01",339,"weather_risk_prep",2,0,0,"zero"
"0.01",340,"belief_concern",1,0,0,"zero"
"0.01",340,"belief_concern",2,0,0,"zero"
"0.01",340,"belief_concern",3,0,0,"zero"
"0.01",340,"belief_concern",4,0,0,"zero"
"0.01",340,"belief_concern",5,0,0,"zero"
"0.01",340,"belief_concern",6,0,0,"zero"
"0.01",340,"belief_concern",7,0,0,"zero"
"0.01",340,"belief_concern",8,0,0,"zero"
"0.01",340,"belief_concern",9,0,0,"zero"
"0.01",340,"belief_concern",10,0,0,"zero"
"0.01",340,"belief_concern",11,0,0,"zero"
"0.01",340,"belief_concern",12,0,0,"zero"
"0.01",340,"belief_concern",13,0,0,"zero"
"0.01",340,"belief_concern",14,0,0,"zero"
"0.01",340,"harm_present",1,0,0,"zero"
"0.01",340,"harm_present",2,0,0,"zero"
"0.01",340,"harm_present",3,0,0,"zero"
"0.01",340,"harm_present",4,0,0,"zero"
"0.01",340,"harm_present",5,0,0,"zero"
"0.01",340,"harm_present",6,0,0,"zero"
"0.01",340,"harm_present",7,0,0,"zero"
"0.01",340,"harm_present",8,0,0,"zero"
"0.01",340,"harm_present",9,0,0,"zero"
"0.01",340,"harm_present",10,0,0,"zero"
"0.01",340,"harm_present",11,0,0,"zero"
"0.01",340,"harm_present",12,0,0,"zero"
"0.01",340,"harm_present",13,0,0,"zero"
"0.01",340,"harm_present",14,0,0,"zero"
"0.01",340,"harm_future",1,0,0,"zero"
"0.01",340,"harm_future",2,0,0,"zero"
"0.01",340,"harm_future",3,0,0,"zero"
"0.01",340,"harm_future",4,0,0,"zero"
"0.01",340,"harm_future",5,0,0,"zero"
"0.01",340,"harm_future",6,0,0,"zero"
"0.01",340,"harm_future",7,0,0,"zero"
"0.01",340,"harm_future",8,0,0,"zero"
"0.01",340,"harm_future",9,0,0,"zero"
"0.01",340,"harm_future",10,0,0,"zero"
"0.01",340,"harm_future",11,0,0,"zero"
"0.01",340,"harm_future",12,0,0,"zero"
"0.01",340,"harm_future",13,0,0,"zero"
"0.01",340,"harm_future",14,0,0,"zero"
"0.01",340,"policy_support",1,0,0,"zero"
"0.01",340,"policy_support",2,0,0,"zero"
"0.01",340,"policy_support",3,0,0,"zero"
"0.01",340,"policy_support",4,0,0,"zero"
"0.01",340,"policy_support",5,0,0,"zero"
"0.01",340,"policy_support",6,0,0,"zero"
"0.01",340,"policy_support",7,0,0,"zero"
"0.01",340,"policy_support",8,0,0,"zero"
"0.01",340,"policy_support",9,0,0,"zero"
"0.01",340,"policy_support",10,0,0,"zero"
"0.01",340,"policy_support",11,0,0,"zero"
"0.01",340,"policy_support",12,0,0,"zero"
"0.01",340,"policy_support",13,0,0,"zero"
"0.01",340,"policy_support",14,0,0,"zero"
"0.01",340,"trust_science",1,0,0,"zero"
"0.01",340,"trust_science",2,0,0,"zero"
"0.01",340,"trust_science",3,0,0,"zero"
"0.01",340,"trust_science",4,0,0,"zero"
"0.01",340,"trust_science",5,0,0,"zero"
"0.01",340,"trust_science",6,0,0,"zero"
"0.01",340,"trust_science",7,0,0,"zero"
"0.01",340,"trust_science",8,0,0,"zero"
"0.01",340,"trust_science",9,0,0,"zero"
"0.01",340,"trust_science",10,0,0,"zero"
"0.01",340,"trust_science",11,0,0,"zero"
"0.01",340,"trust_science",12,0,0,"zero"
"0.01",340,"trust_science",13,0,0,"zero"
"0.01",340,"trust_science",14,0,0,"zero"
"0.01",340,"social_norms",1,0,0,"zero"
"0.01",340,"social_norms",2,0,0,"zero"
"0.01",340,"social_norms",3,0,0,"zero"
"0.01",340,"social_norms",4,0,0,"zero"
"0.01",340,"social_norms",5,0,0,"zero"
"0.01",340,"social_norms",6,0,0,"zero"
"0.01",340,"social_norms",7,0,0,"zero"
"0.01",340,"social_norms",8,0,0,"zero"
"0.01",340,"social_norms",9,0,0,"zero"
"0.01",340,"social_norms",10,0,0,"zero"
"0.01",340,"social_norms",11,0,0,"zero"
"0.01",340,"social_norms",12,0,0,"zero"
"0.01",340,"social_norms",13,0,0,"zero"
"0.01",340,"social_norms",14,0,0,"zero"
"0.01",340,"politics",1,0,0,"zero"
"0.01",340,"politics",2,0,0,"zero"
"0.01",340,"politics",3,0,0,"zero"
"0.01",340,"politics",4,0,0,"zero"
"0.01",340,"politics",5,0,0,"zero"
"0.01",340,"politics",6,0,0,"zero"
"0.01",340,"politics",7,0,0,"zero"
"0.01",340,"politics",8,0,0,"zero"
"0.01",340,"politics",9,0,0,"zero"
"0.01",340,"politics",10,0,0,"zero"
"0.01",340,"politics",11,0,0,"zero"
"0.01",340,"politics",12,0,0,"zero"
"0.01",340,"politics",13,0,0,"zero"
"0.01",340,"politics",14,0,0,"zero"
"0.01",340,"weather_risk_prep",1,0,0,"zero"
"0.01",340,"weather_risk_prep",2,0,0,"zero"
"0.01",340,"weather_risk_prep",3,0,0,"zero"
"0.01",340,"weather_risk_prep",4,0,0,"zero"
"0.01",340,"weather_risk_prep",5,0,0,"zero"
"0.01",340,"weather_risk_prep",6,0,0,"zero"
"0.01",340,"weather_risk_prep",7,0,0,"zero"
"0.01",340,"weather_risk_prep",8,0,0,"zero"
"0.01",340,"weather_risk_prep",9,0,0,"zero"
"0.01",340,"weather_risk_prep",10,0,0,"zero"
"0.01",340,"weather_risk_prep",11,0,0,"zero"
"0.01",340,"weather_risk_prep",12,0,0,"zero"
"0.01",340,"weather_risk_prep",13,0,0,"zero"
"0.01",340,"weather_risk_prep",14,0,0,"zero"
"0.01",341,"belief_concern",1,0,0,"zero"
"0.01",341,"belief_concern",2,0,0,"zero"
"0.01",341,"belief_concern",3,0,0,"zero"
"0.01",341,"belief_concern",4,0,0,"zero"
"0.01",341,"belief_concern",5,0,0,"zero"
"0.01",341,"belief_concern",6,0,0,"zero"
"0.01",341,"belief_concern",7,0,0,"zero"
"0.01",341,"belief_concern",8,0,0,"zero"
"0.01",341,"belief_concern",9,0,0,"zero"
"0.01",341,"belief_concern",10,0,0,"zero"
"0.01",341,"belief_concern",11,0,0,"zero"
"0.01",341,"belief_concern",12,0,0,"zero"
"0.01",341,"belief_concern",13,0,0,"zero"
"0.01",341,"belief_concern",14,0,0,"zero"
"0.01",341,"belief_concern",15,0,0,"zero"
"0.01",341,"belief_concern",16,0,0,"zero"
"0.01",341,"belief_concern",17,0,0,"zero"
"0.01",341,"belief_concern",18,0,0,"zero"
"0.01",341,"belief_concern",19,0,0,"zero"
"0.01",341,"belief_concern",20,0,0,"zero"
"0.01",341,"belief_concern",21,0,0,"zero"
"0.01",341,"belief_concern",22,0,0,"zero"
"0.01",341,"belief_concern",23,0,0,"zero"
"0.01",341,"belief_concern",24,0,0,"zero"
"0.01",341,"belief_concern",25,0,0,"zero"
"0.01",341,"belief_concern",26,0,0,"zero"
"0.01",341,"belief_concern",27,0,0,"zero"
"0.01",341,"belief_concern",28,0,0,"zero"
"0.01",341,"belief_concern",29,0,0,"zero"
"0.01",341,"belief_concern",30,0,0,"zero"
"0.01",341,"belief_concern",31,0,0,"zero"
"0.01",341,"belief_concern",32,0,0,"zero"
"0.01",341,"belief_concern",33,0,0,"zero"
"0.01",341,"belief_concern",34,0,0,"zero"
"0.01",341,"belief_concern",35,0,0,"zero"
"0.01",341,"belief_concern",36,0,0,"zero"
"0.01",341,"belief_concern",37,0,0,"zero"
"0.01",341,"belief_concern",38,0,0,"zero"
"0.01",341,"belief_concern",39,0,0,"zero"
"0.01",341,"belief_concern",40,0,0,"zero"
"0.01",341,"belief_concern",41,0,0,"zero"
"0.01",341,"belief_concern",42,0,0,"zero"
"0.01",341,"belief_concern",43,0,0,"zero"
"0.01",341,"belief_concern",44,0,0,"zero"
"0.01",341,"belief_concern",45,0,0,"zero"
"0.01",341,"belief_concern",46,0,0,"zero"
"0.01",341,"belief_concern",47,0,0,"zero"
"0.01",341,"belief_concern",48,0,0,"zero"
"0.01",341,"belief_concern",49,0,0,"zero"
"0.01",341,"belief_concern",50,0,0,"zero"
"0.01",341,"belief_concern",51,0,0,"zero"
"0.01",341,"belief_concern",52,0,0,"zero"
"0.01",341,"belief_concern",53,0,0,"zero"
"0.01",341,"belief_concern",54,0,0,"zero"
"0.01",341,"belief_concern",55,0,0,"zero"
"0.01",341,"belief_concern",56,0,0,"zero"
"0.01",341,"belief_concern",57,0,0,"zero"
"0.01",341,"belief_concern",58,0,0,"zero"
"0.01",341,"belief_concern",59,0,0,"zero"
"0.01",341,"belief_concern",60,0,0,"zero"
"0.01",341,"belief_concern",61,0,0,"zero"
"0.01",341,"belief_concern",62,0,0,"zero"
"0.01",341,"belief_concern",63,0,0,"zero"
"0.01",341,"belief_concern",64,0,0,"zero"
"0.01",341,"belief_concern",65,0,0,"zero"
"0.01",341,"belief_concern",66,0,0,"zero"
"0.01",341,"belief_concern",67,0,0,"zero"
"0.01",341,"belief_concern",68,0,0,"zero"
"0.01",341,"belief_concern",69,0,0,"zero"
"0.01",341,"belief_concern",70,0,0,"zero"
"0.01",341,"belief_concern",71,0,0,"zero"
"0.01",341,"belief_concern",72,0,0,"zero"
"0.01",341,"belief_concern",73,0,0,"zero"
"0.01",341,"belief_concern",74,0,0,"zero"
"0.01",341,"belief_concern",75,0,0,"zero"
"0.01",341,"belief_concern",76,0,0,"zero"
"0.01",341,"belief_concern",77,0,0,"zero"
"0.01",341,"belief_concern",78,0,0,"zero"
"0.01",341,"belief_concern",79,0,0,"zero"
"0.01",341,"belief_concern",80,0,0,"zero"
"0.01",341,"belief_concern",81,0,0,"zero"
"0.01",341,"belief_concern",82,0,0,"zero"
"0.01",341,"belief_concern",83,0,0,"zero"
"0.01",341,"belief_concern",84,0,0,"zero"
"0.01",341,"belief_concern",85,0,0,"zero"
"0.01",341,"belief_concern",86,0,0,"zero"
"0.01",341,"belief_concern",87,0,0,"zero"
"0.01",341,"belief_concern",88,0,0,"zero"
"0.01",341,"belief_concern",89,0,0,"zero"
"0.01",341,"belief_concern",90,0,0,"zero"
"0.01",341,"belief_concern",91,0,0,"zero"
"0.01",341,"belief_concern",92,0,0,"zero"
"0.01",341,"belief_concern",93,0,0,"zero"
"0.01",341,"belief_concern",94,0,0,"zero"
"0.01",341,"belief_concern",95,0,0,"zero"
"0.01",341,"belief_concern",96,0,0,"zero"
"0.01",341,"belief_concern",97,0,0,"zero"
"0.01",341,"belief_concern",98,0,0,"zero"
"0.01",341,"belief_concern",99,0,0,"zero"
"0.01",341,"belief_concern",100,0,0,"zero"
"0.01",341,"belief_concern",101,0,0,"zero"
"0.01",341,"belief_concern",102,0,0,"zero"
"0.01",341,"belief_concern",103,0,0,"zero"
"0.01",341,"belief_concern",104,0,0,"zero"
"0.01",341,"belief_concern",105,0,0,"zero"
"0.01",341,"belief_concern",106,0,0,"zero"
"0.01",341,"belief_concern",107,0,0,"zero"
"0.01",341,"belief_concern",108,0,0,"zero"
"0.01",341,"belief_concern",109,0,0,"zero"
"0.01",341,"belief_concern",110,0,0,"zero"
"0.01",341,"belief_concern",111,0,0,"zero"
"0.01",341,"belief_concern",112,0,0,"zero"
"0.01",341,"belief_concern",113,0,0,"zero"
"0.01",341,"belief_concern",114,0,0,"zero"
"0.01",341,"belief_concern",115,0,0,"zero"
"0.01",341,"belief_concern",116,0,0,"zero"
"0.01",341,"belief_concern",117,0,0,"zero"
"0.01",341,"belief_concern",118,0,0,"zero"
"0.01",341,"belief_concern",119,0,0,"zero"
"0.01",341,"belief_concern",120,0,0,"zero"
"0.01",341,"belief_concern",121,0,0,"zero"
"0.01",341,"belief_concern",122,0,0,"zero"
"0.01",341,"belief_concern",123,0,0,"zero"
"0.01",341,"belief_concern",124,0,0,"zero"
"0.01",341,"harm_present",1,NA,NA,"unidentified"
"0.01",341,"harm_present",2,NA,NA,"unidentified"
"0.01",341,"harm_present",3,0.376252686343815,0.188126343171908,"identified_positive"
"0.01",341,"harm_present",4,0,0,"zero"
"0.01",341,"harm_present",5,NA,NA,"unidentified"
"0.01",341,"harm_present",6,NA,NA,"unidentified"
"0.01",341,"harm_present",7,NA,NA,"unidentified"
"0.01",341,"harm_present",8,NA,NA,"unidentified"
"0.01",341,"harm_present",9,0,0,"zero"
"0.01",341,"harm_present",10,0,0,"zero"
"0.01",341,"harm_present",11,0,0,"zero"
"0.01",341,"harm_present",12,0,0,"zero"
"0.01",341,"harm_present",13,0,0,"zero"
"0.01",341,"harm_present",14,NA,NA,"unidentified"
"0.01",341,"harm_present",15,NA,NA,"unidentified"
"0.01",341,"harm_present",16,NA,NA,"unidentified"
"0.01",341,"harm_present",17,NA,NA,"unidentified"
"0.01",341,"harm_present",18,NA,NA,"unidentified"
"0.01",341,"harm_present",19,NA,NA,"unidentified"
"0.01",341,"harm_present",20,NA,NA,"unidentified"
"0.01",341,"harm_present",21,0,0,"zero"
"0.01",341,"harm_present",22,0,0,"zero"
"0.01",341,"harm_present",23,0,0,"zero"
"0.01",341,"harm_present",24,0,0,"zero"
"0.01",341,"harm_present",25,0,0,"zero"
"0.01",341,"harm_present",26,0,0,"zero"
"0.01",341,"harm_present",27,0,0,"zero"
"0.01",341,"harm_present",28,0,0,"zero"
"0.01",341,"harm_present",29,0,0,"zero"
"0.01",341,"harm_present",30,0,0,"zero"
"0.01",341,"harm_present",31,NA,NA,"unidentified"
"0.01",341,"harm_present",32,NA,NA,"unidentified"
"0.01",341,"harm_present",33,NA,NA,"unidentified"
"0.01",341,"harm_present",34,NA,NA,"unidentified"
"0.01",341,"harm_present",35,NA,NA,"unidentified"
"0.01",341,"harm_present",36,NA,NA,"unidentified"
"0.01",341,"harm_present",37,NA,NA,"unidentified"
"0.01",341,"harm_present",38,0,0,"zero"
"0.01",341,"harm_present",39,0,0,"zero"
"0.01",341,"harm_present",40,0,0,"zero"
"0.01",341,"harm_present",41,0,0,"zero"
"0.01",341,"harm_present",42,0,0,"zero"
"0.01",341,"harm_present",43,0,0,"zero"
"0.01",341,"harm_present",44,0,0,"zero"
"0.01",341,"harm_present",45,0,0,"zero"
"0.01",341,"harm_present",46,0,0,"zero"
"0.01",341,"harm_present",47,0,0,"zero"
"0.01",341,"harm_present",48,NA,NA,"unidentified"
"0.01",341,"harm_present",49,NA,NA,"unidentified"
"0.01",341,"harm_present",50,NA,NA,"unidentified"
"0.01",341,"harm_present",51,NA,NA,"unidentified"
"0.01",341,"harm_present",52,0,0,"zero"
"0.01",341,"harm_present",53,0,0,"zero"
"0.01",341,"harm_present",54,0,0,"zero"
"0.01",341,"harm_present",55,0,0,"zero"
"0.01",341,"harm_present",56,0,0,"zero"
"0.01",341,"harm_present",57,NA,NA,"unidentified"
"0.01",341,"harm_present",58,0,0,"zero"
"0.01",341,"harm_present",59,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",60,NA,NA,"unidentified"
"0.01",341,"harm_present",61,NA,NA,"unidentified"
"0.01",341,"harm_present",62,NA,NA,"unidentified"
"0.01",341,"harm_present",63,NA,NA,"unidentified"
"0.01",341,"harm_present",64,NA,NA,"unidentified"
"0.01",341,"harm_present",65,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",66,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",67,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",68,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",69,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",70,0.435129612342058,0.217564806171029,"identified_positive"
"0.01",341,"harm_present",71,NA,NA,"unidentified"
"0.01",341,"harm_present",72,NA,NA,"unidentified"
"0.01",341,"harm_present",73,NA,NA,"unidentified"
"0.01",341,"harm_present",74,NA,NA,"unidentified"
"0.01",341,"harm_present",75,NA,NA,"unidentified"
"0.01",341,"harm_present",76,NA,NA,"unidentified"
"0.01",341,"harm_present",77,NA,NA,"unidentified"
"0.01",341,"harm_present",78,NA,NA,"unidentified"
"0.01",341,"harm_present",79,NA,NA,"unidentified"
"0.01",341,"harm_present",80,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",81,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",82,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",83,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",84,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",85,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",86,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",87,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",88,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",89,0.435129612342058,0.217564806171029,"identified_positive"
"0.01",341,"harm_present",90,0.435129612342058,0.217564806171029,"identified_positive"
"0.01",341,"harm_present",91,0.435129612342058,0.217564806171029,"identified_positive"
"0.01",341,"harm_present",92,NA,NA,"unidentified"
"0.01",341,"harm_present",93,NA,NA,"unidentified"
"0.01",341,"harm_present",94,NA,NA,"unidentified"
"0.01",341,"harm_present",95,NA,NA,"unidentified"
"0.01",341,"harm_present",96,NA,NA,"unidentified"
"0.01",341,"harm_present",97,NA,NA,"unidentified"
"0.01",341,"harm_present",98,NA,NA,"unidentified"
"0.01",341,"harm_present",99,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",100,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",101,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",102,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",103,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",104,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",105,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",106,0.435129612342058,0.217564806171029,"identified_positive"
"0.01",341,"harm_present",107,0.435129612342058,0.217564806171029,"identified_positive"
"0.01",341,"harm_present",108,0.435129612342058,0.217564806171029,"identified_positive"
"0.01",341,"harm_present",109,NA,NA,"unidentified"
"0.01",341,"harm_present",110,NA,NA,"unidentified"
"0.01",341,"harm_present",111,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",112,0.530896772782964,0.265448386391482,"identified_positive"
"0.01",341,"harm_present",113,0.435129612342058,0.217564806171029,"identified_positive"
"0.01",341,"harm_present",114,0.376252686343815,0.188126343171908,"identified_positive"
"0.01",341,"harm_present",115,0.376252686343815,0.188126343171908,"identified_positive"
"0.01",341,"harm_present",116,0.376252686343815,0.188126343171908,"identified_positive"
"0.01",341,"harm_present",117,0.376252686343815,0.188126343171908,"identified_positive"
"0.01",341,"harm_present",118,0.376252686343815,0.188126343171908,"identified_positive"
"0.01",341,"harm_present",119,0.376252686343815,0.188126343171908,"identified_positive"
"0.01",341,"harm_present",120,0.376252686343815,0.188126343171908,"identified_positive"
"0.01",341,"harm_present",121,0.376252686343815,0.188126343171908,"identified_positive"
"0.01",341,"harm_present",122,0.376252686343815,0.188126343171908,"identified_positive"
"0.01",341,"harm_present",123,0.376252686343815,0.188126343171908,"identified_positive"
"0.01",341,"harm_present",124,0.376252686343815,0.188126343171908,"identified_positive"
"0.01",341,"harm_future",1,0,0,"zero"
"0.01",341,"harm_future",2,0,0,"zero"
"0.01",341,"harm_future",3,NA,NA,"unidentified"
"0.01",341,"harm_future",4,0,0,"zero"
"0.01",341,"harm_future",5,0,0,"zero"
"0.01",341,"harm_future",6,0,0,"zero"
"0.01",341,"harm_future",7,0,0,"zero"
"0.01",341,"harm_future",8,0,0,"zero"
"0.01",341,"harm_future",9,0,0,"zero"
"0.01",341,"harm_future",10,0,0,"zero"
"0.01",341,"harm_future",11,0,0,"zero"
"0.01",341,"harm_future",12,0,0,"zero"
"0.01",341,"harm_future",13,0,0,"zero"
"0.01",341,"harm_future",14,0,0,"zero"
"0.01",341,"harm_future",15,0,0,"zero"
"0.01",341,"harm_future",16,0,0,"zero"
"0.01",341,"harm_future",17,0,0,"zero"
"0.01",341,"harm_future",18,0,0,"zero"
"0.01",341,"harm_future",19,0,0,"zero"
"0.01",341,"harm_future",20,0,0,"zero"
"0.01",341,"harm_future",21,0,0,"zero"
"0.01",341,"harm_future",22,0,0,"zero"
"0.01",341,"harm_future",23,0,0,"zero"
"0.01",341,"harm_future",24,0,0,"zero"
"0.01",341,"harm_future",25,0,0,"zero"
"0.01",341,"harm_future",26,0,0,"zero"
"0.01",341,"harm_future",27,0,0,"zero"
"0.01",341,"harm_future",28,0,0,"zero"
"0.01",341,"harm_future",29,0,0,"zero"
"0.01",341,"harm_future",30,0,0,"zero"
"0.01",341,"harm_future",31,0,0,"zero"
"0.01",341,"harm_future",32,0,0,"zero"
"0.01",341,"harm_future",33,0,0,"zero"
"0.01",341,"harm_future",34,0,0,"zero"
"0.01",341,"harm_future",35,0,0,"zero"
"0.01",341,"harm_future",36,0,0,"zero"
"0.01",341,"harm_future",37,0,0,"zero"
"0.01",341,"harm_future",38,0,0,"zero"
"0.01",341,"harm_future",39,0,0,"zero"
"0.01",341,"harm_future",40,0,0,"zero"
"0.01",341,"harm_future",41,0,0,"zero"
"0.01",341,"harm_future",42,0,0,"zero"
"0.01",341,"harm_future",43,0,0,"zero"
"0.01",341,"harm_future",44,0,0,"zero"
"0.01",341,"harm_future",45,0,0,"zero"
"0.01",341,"harm_future",46,0,0,"zero"
"0.01",341,"harm_future",47,0,0,"zero"
"0.01",341,"harm_future",48,0,0,"zero"
"0.01",341,"harm_future",49,0,0,"zero"
"0.01",341,"harm_future",50,0,0,"zero"
"0.01",341,"harm_future",51,0,0,"zero"
